basalt	joint	1	g is for the giant s causeway giant s causeway northern ireland s most spectacular tourist attraction is a prime example of columnar jointing of a basalt lava flow	basalte	commun	1	elle est dure , a une température de 0 à 1 500 °c et se compose essentiellement d une roche volcanique très commune : le basalte
crater	rim	11	a few brave souls had even stolen to the rim of the crater , peered in , and seen the monsters lair	cratère	bord	11	certes , des prélèvements inédits de gaz , de chlore , de métaux lourds qui vont être analysés à grenoble ont été effectués au bord du cratère , et la mission est revenue riche d expériences océanographiques
crater	rim	12	the thurston lava tube was our last stop on crater rim drive itself	cratère	bord	12	pour parer à toute éventualité , des abris antibombes ont été construits sur le bord du cratère , rempli d acide chaud
crater	rim	13	16 january 1993 p.5 british scientist dies in colombian volcano eruption geoffrey brown by james adams and ian murray a leading british scientist was among nine people killed when a volcano in colombia erupted as they were walking along the inner rim of the crater	cratère	bord	13	quand la montagne est en crise , comme ici au bord du cratère fumant du kilauea , la fête revêt un caractère propitiatoire
crater	rim	14	both are enclosed within the crater rim on the right in a prehistoric dome complex , in which the younger domes are pushing outward on the crater rim	cratère	bord	14	au bord du cratère du kawah idjen , en indonésie , les fumerolles déposent de grandes quantités de soufre
crater	rim	15	it also had to contend with boulders that had been shot up to the crater rim during mount spurr s last eruption , in 1993	cratère	bord	15	depuis le début du phénomène éruptif , les coulées de lave parcourent la distance qui séparent le cratère du bord de mer , agrandissant progressivement la surface de l île
crater	rim	16	the road around the perimeter of the caldera is crater rim drive	cratère	bord	16	c est sous la conduite d un vulcanologue que la fnac voyages 6 , bd de sébastopol , 75004 paris , tél.: 42-71-31-25 propose d aller bivouaquer au bord du cratère pour y observer et y photographier le spectacle
crater	rim	17	this photograph , taken in 1977 , shows the growing composite dome of bezymianny rising above the crater rim	cratère	bord	17	au bord du cratère actuel sans doute celui de l éruption de 1631 , vous entendrez sûrement l un des guides essayer de communiquer un frisson de crainte à un groupe de touristes , en affirmant que le vésuve va se réveiller très , très bientôt peut-être même dans la demi-heure qui sui !
crater	rim	18	to tour the volcano , we took the popular 11-mile crater rim drive , which loops around the kilauea summit	cratère	bord	18	les images les montrent au bord des cratères , à quelques mètres des projections de magma incandescent
crater	rim	19	explosive eruptions threw hoc fragments 1000 meters 3300 feet above the crater rim	cratère	bord		
crater	rim	20	dante was connected by a tether to an electric generator and a satellite dish on the rim of the crater	cratère	bord		
crater	rim	21	if the diggers had been properly supervised , then they would not have forgotten to leave a big plug in place. he said the plug left between the canal and the crater rim should have been several metres thick but it ended up only a fraction of that	cratère	bord		
crater	rim	22	feodor and 1 chatted about our lives and our familier as the sun sank toward the crater rim	cratère	bord		
crater	rim	23	after a shivering night on the pine-studded crater rim	cratère	bord		
crater	rim	24	crater rim drive gives motorists a circle tour of the birthplace of the big island of hawaii	cratère	bord		
crater	rim	25	danger potential 1 2 kilauea , hawaii the most continuously active volcano on earth , kilauea spews out five cubic metres of lava per second but is not considered that dangerous , having a hotel on the rim of one of its craters	cratère	bord		
crater	rim	26	but once dante got started , it was clear we were dealing with a 12. steadied by a cable anchored on the crater rim , the ten-foot-long robot inched its way down the 30-degree incline , struggling to stay on top of the wet snow and muddy ash with the help of circular snowshoes	cratère	bord		
crater	rim	27	the 1924 blocks shown is this photo can still be seen along crater rim drive near the crater	cratère	bord		
crater	rim	28	nahuku thurston lava tube is on crater rim drive and visited by millions of park visitors every year	cratère	bord		
crater	rim	29	three months before the eruption , the long-lived lava lake in halemaumau played actively about 150 feet below the crater rim	cratère	bord		
crater	rim	30	even today some people bring gifts , but out of reverence rather than fear , throwing them into halemaumau after a brief prayer or occasionally leaving them on the rim of the crater	cratère	bord		
crater	rim	31	eyewitness accounts indicated that the more voluminous pyroclastic flows originated by the upwelling of volcanic ejecta to heights below the rim of the crater , followed by lateral flow northward through the breach of the crater	cratère	bord		
crater	rim	32	the crater rim drive and chain of craters road wind their way through a sea of jagged black lava that has been deposited by the kilauea volcano in the shadow of towering mauna loa , on the big island of hawaii	cratère	bord		
crater	rim	33	puu puai is visible from crater rim drive and from devastation trail	cratère	bord		
crater	rim	34	crater rim drive is near the top of the slide	cratère	bord		
crater	rim	35	leaving crater rim drive behind , we turned onto chain of craters road , descending the eastern slope of the volcano to the pacific	cratère	bord		
crater	rim	36	granted , the robot had to be rescued on the return trip , when it tipped over 350 feet short of the crater rim	cratère	bord		
crater	lip	1	nor did anything remain of geoff brown , an expert in volcanoes from the open university , or fernando cuenca , who had been close to trujillo on the lip of the crater	cratère	bord	1	les bornes de béton que vous croiserez sur les bords du cratère sont autant de points fixes , enfoncés très profondément dans le sol , qui permettent aux spécialistes de mesurer régulièrement les moindres mouvements du volcan
crater	lip	2	as we survey marum s lip and crater , i can t	cratère	bord	2	assis au bord du cratère du pariou , nous imaginions ensemble ce qui avait du se passer il y a 8 000 ans environ
crater	lip			cratère	bord	3	au bromo en indonésie , des offrandes fleurs , soie , nourriture , pièces de monnaie à brahma sont déposées au bord du cratère ou jetées dans celui-ci ; des prêtres , suivis des fidèles , doivent faire , de nuit , trois fois le tour du cratère pour assurer une nouvelle année sans éruptions
crater	lip			cratère	bord	4	lac nyos cameroun de notre envoyé spécial vue des bords du cratère , la tête du puits apparaît comme une tête d épingle au milieu du lac
crater	lip			cratère	bord	5	cette station laser automatique mesure une fois par minute la distance entre les deux bords du cratère principal du piton de la fournaise à 5 millimètres près
crater	lip			cratère	bord	6	un extensomètre mesure l écartement des deux lèvres d une faille dans le cratère principal du volcan , tandis qu un distancemètre automatique relève à chaque minute la distance entre les deux bords du cratère principal , soit 697 mètres , avec une précision de quelques millimètres
crater	lip			cratère	bord	7	nous arrivons au bord du cratère actif , béant
crater	lip			cratère	bord	8	une façon de prendre le pouls du colosse au bord du cratère du vulcano îles eoliennes , un chercheur mesure à distance la température d une fumerolle à l aide d un pistolet à infrarouges
crater	lip			cratère	bord	9	mais le bord du cratère est parcouru de vents contraires qui ont rapidement raison des flammes
crater	lip			cratère	bord	10	au début d avril 1906 , le panache de vapeur qui sortait constamment du cratère s accrut ; en même temps , des secousses sismiques , des grondements souterrains , de petites explosions qui firent sauter le bord du cratère constituèrent la phase préliminaire
crater	lip			cratère	bord	11	certes , des prélèvements inédits de gaz , de chlore , de métaux lourds qui vont être analysés à grenoble ont été effectués au bord du cratère , et la mission est revenue riche d expériences océanographiques
crater	lip			cratère	bord	12	pour parer à toute éventualité , des abris antibombes ont été construits sur le bord du cratère , rempli d acide chaud
crater	lip			cratère	bord	13	quand la montagne est en crise , comme ici au bord du cratère fumant du kilauea , la fête revêt un caractère propitiatoire
crater	lip			cratère	bord	14	au bord du cratère du kawah idjen , en indonésie , les fumerolles déposent de grandes quantités de soufre
crater	lip			cratère	bord	15	depuis le début du phénomène éruptif , les coulées de lave parcourent la distance qui séparent le cratère du bord de mer , agrandissant progressivement la surface de l île
crater	lip			cratère	bord	16	c est sous la conduite d un vulcanologue que la fnac voyages 6 , bd de sébastopol , 75004 paris , tél.: 42-71-31-25 propose d aller bivouaquer au bord du cratère pour y observer et y photographier le spectacle
crater	lip			cratère	bord	17	au bord du cratère actuel sans doute celui de l éruption de 1631 , vous entendrez sûrement l un des guides essayer de communiquer un frisson de crainte à un groupe de touristes , en affirmant que le vésuve va se réveiller très , très bientôt peut-être même dans la demi-heure qui sui !
crater	lip			cratère	bord	18	les images les montrent au bord des cratères , à quelques mètres des projections de magma incandescent
debris	avalanche	1	devastating mudflows or floods or both could be triggered by any or all of the followin : heavy rainfall during storms , melting of snow and ice by hot eruptive products especially pyroclastic flows , or sudden failure of one of the lakes impounded by the debris avalanche deposits	débris	avalanche	1	les avalanches de débris ont été longtemps ignorées
debris	avalanche	2	as might be expected , when the hot material of the debris avalanche and the even hotter pyroclastic flows encountered bodies of water or moist ground , the water flashed explosively to steam; the resulting phreatic steam-blast explosions sent plumes of ash and steam as high as 1.2 miles above the ground	débris	avalanche		
debris	avalanche	3	this gloria image shows the nuuana and wailua debris avalanches of the coasts of oahu and molokai , respectively	débris	avalanche		
debris	avalanche	4	aerial views of the volcano at the moment the summit collapse see text triggered the debris avalanche and associated catastrophic eruption photographs selected from the copyrighted sequence taken by keith and dorothy stoffel	débris	avalanche		
debris	avalanche	5	the eruption of ash also further enlarged the depression formed initially by the debris avalanche and lateral blast , and helped to create a great amphitheater-shaped crater open to the north	débris	avalanche		
debris	avalanche	6	debris avalanches are thin and long relative to slumps	débris	avalanche		
debris	avalanche	7	helens showing the cryptodome of magma that produced the bulge and the three major blocks that collapsed to form the debris avalanche after usgs professional paper 1250	débris	avalanche		
debris	avalanche	8	helens upper right showing the valley choked with the hummocky deposits of the debris avalanche photograph by austin post	débris	avalanche		
debris	avalanche	9	debris avalanches are single events that occur rapidly moore and others , 1989	débris	avalanche		
debris	avalanche	10	0 :3 :49.2 a little more than 2 seconds later , as the slide blocks continued to move , the initial explosions of the vertical eruption column as well as the lateral blast , although obscure , had already begun.0 :3 :18.8 less than a minute after the start of the debris avalanche , the eruption of mount st	débris	avalanche		
debris	avalanche	11	helens eruption in a matter of hours caused loss of lives and widespread destruction of valuable property , primarily by the debris avalanche , the lateral blast , and the mudflows	débris	avalanche		
debris	avalanche	12	helens north flank , which produced the debris avalanche and triggered the ensuing violent lateral and vertical eruptions	débris	avalanche		
debris	avalanche	13	covering an area of about 24 square miles , the debris avalanche advanced more than 13 miles down the north fork of the toutle river and filled the valley to an average depth of about 150 feet; the total volume of the deposit was about 0.7 cubic mile	débris	avalanche		
debris	avalanche	14	the largest and most destructive mudflows , however , were those that developed several hours later in the north fork of the toutle river , when the water-saturated parts of the massive debris avalanche deposits began to slump and flow	débris	avalanche		
debris	avalanche	15	they include debris avalanches more than 125 miles long, he told me	débris	avalanche		
debris	avalanche	16	the abrupt pressure release , or uncorking, of the volcano by the debris avalanche can be compared in some ways to the sudden removal of the cap or a thumb from a vigorously shaken bottle of soda pop , or to punching a hole in a boiler tank under high pressure	débris	avalanche		
debris	avalanche	17	debris avalanches moved on an overall slope <31/4 , disrupted the flanks of the volcano to produce individual blocks , and formed amphitheaters at their heads and hummocky terrain in their lower parts	débris	avalanche		
debris	avalanche	18	today , the river draining the debris avalanche deposit of mount st	débris	avalanche		
debris	avalanche	19	the magma is continuing to ooze upward , cracking open the remains of the old dome and daily sending three to four avalanches of debris down the slopes	débris	avalanche		
debris	avalanche	20	the volume of the uncompacted ash is equivalent to about 0.05 cubic mile of solid rock , or only about 7 percent of the amount of material that slid off in the debris avalanche	débris	avalanche		
debris	avalanche	21	moore and others 1989 identified two types of landslide : slumps and debris avalanches	débris	avalanche		
debris	avalanche	22	the dumping of avalanche debris into spirit lake raised its bottom by about 295 feet and its water level by about 200 feet	débris	avalanche		
debris	avalanche	23	debris avalanche , a rapid and unusually sudden sliding or flowage of unsorted masses of rock and other material	débris	avalanche		
debris	avalanche	24	the leading front of the lateral blast now had completely overtaken the debris avalanche	débris	avalanche		
debris	avalanche	25	blast-downed trees foreground , hummocky debris avalanche deposit valley floor , and beheaded mount st	débris	avalanche		
debris	avalanche	26	the lateral blast , debris avalanche , and associated mudflows and floods caused most of the casualties and destruction on may 18; the adverse impact of volcanic ash fallout downwind was minor by comparison	débris	avalanche		
debris	avalanche	27	b and c , within about 30 seconds after the collapse show the progressive development of the debris avalanche and the beginning of both the lateral blast and vertical eruption , as the cryptodome was exposed; the bulge block was the first to slide , followed by the graben block	débris	avalanche		
debris	avalanche	28	the beginning of the north flank s collapse and downward movement to initiate the debris avalanche was estimated to be 26 seconds earlier 0 :3 :21.0 pdt	débris	avalanche		
debris	avalanche	29	their summits have collapsed and their flanks have crumbled in huge debris avalanches	débris	avalanche		
debris	avalanche	30	because of their rapid movement and large volume , debris avalanches generate tsunami	débris	avalanche		
debris	avalanche	31	the series of slide blocks merged downslope into a gigantic debris avalanche , which moved northward at speeds of 110 to 155 miles an hour	débris	avalanche		
debris	avalanche	32	this continues , building up the cone until it can t support itself. later we visited debris from the avalanche - chunks of rock hundreds of feet tall , standing like mini-mountains on the flat plain	débris	avalanche		
debris	avalanche	33	debris avalanche	débris	avalanche		
debris	avalanche	34	according to fisk and his colleagues on the nrc committee , debris avalanches , lahars , and floods pose the most likley hazard at mount rainier	débris	avalanche		
debris	avalanche	35	helens as a reference , volcanologists have recognized evidence for more than 400 prehistoric debris avalanches 4	débris	avalanche		
debris	avalanche	36	helens victims died by asphyxiation from inhaling hot volcanic ash , and some by thermal and other injuries.the lateral blast , debris avalanche , mudflows , and flooding caused extensive damage to land and civil works	débris	avalanche		
debris	avalanche	37	destructive mudflows and debris flows began within minutes of the onset of the may 18 eruption , as the hot pyroclastic materials in the debris avalanche , lateral blast , and ash falls melted snow and glacial ice on the upper slopes of mount st	débris	avalanche		
debris	avalanche	38	tsunami caused by debris avalanches reached heights of 230 feet 70 m on molokai and 1,065 feet 325 m on lanai	débris	avalanche		
debris	avalanche	39	the collapse of the north flank produced the largest landslide-debris avalanche recorded in historic time	débris	avalanche		
debris	avalanche	40	since 1980 , with the debris avalanche of mount st	débris	avalanche		
debris	avalanche	41	debris avalanches	débris	avalanche		
debris	avalanche	42	most of the may 18 , 1980 deposits in the upper valley of the north fork toutle river and in the vicinity of spirit lake are from the debris avalanche	débris	avalanche		
debris	avalanche	43	the latter has been the source of large debris avalanches and pyroclastic and lava flows	débris	avalanche		
debris	avalanche	44	the high-velocity lateral blast cloud , with its clearly visible trajectory trails of large blocks , was overtaking the slower moving debris avalanche	débris	avalanche		
debris	avalanche	45	a mixture of these materials is a debris avalanche	débris	avalanche		
debris	avalanche	46	helens in turn featured a giant volcanic landslide - a debris avalanche---and the associated lateral blast see the figure	débris	avalanche		
debris	avalanche	47	significant avalanches of debris from the sherman crater area could have swept directly into the reservoir , triggering a disastrous wave that would have caused loss of life and damage to the reservoir	débris	avalanche		
debris	avalanche	48	the collapse of the north face of the mountain produced an avalanche of debris that filled 60 square kilometres of the north fork of the toutle river valley to a depth of 45 metres within 10 minutes	débris	avalanche		
debris	avalanche	49	within a few seconds after the onset and mobilization of the debris avalanche , the climactic eruptions of may 18 began as the sudden unloading of much of the volcano s north flank abruptly released the pent-up pressure of the volcanic system	débris	avalanche		
debris	avalanche	50	the potential for mudflows and floods was increased by the existence of new ponds and lakes formed when the debris avalanche of may 1980 blocked parts of the preexisting drainage to serve as natural dams	débris	avalanche		
dome	growth	1	for instance , mount st helens in washington switched between lava dome growth and violent eruptions several times between may and october 1980 , and geologists are naturally keen to know why	dôme	croissance	1	saint helens États-unis , croissance du dôme de lave , explosion de cendres le 19 mars montant à 13,5 kilomètres de hauteur
dome	growth	2	this viscous lava dome began to erupt in 1922 and is still growing toda ! an empirical example of dome growth through time is shown in the illustration below for the mt	dôme	croissance	2	 6 au 10 février merapi indonésie , grosses explosions vulcaniennes entraînant d importantes chutes de cendres qui détruisent les récoltes ; nouvelle croissance du dôme de lave après l effondrement des 3/5e de celui-ci le 1er décembre 1981
dome	growth	3	visual monitoring is supported by remote video surveillance of the crater area and by still photography and video recording of dome growth patterns and block-and-ash flow emplacement	dôme	croissance	3	la croissance d un dôme de lave visqueuse a débuté
dome	growth	4	the roles of magma supply and ascent rates , degassing and crystallization , and other controls on explosive eruptions and dome growth were tested and quantified 1 /0	dôme	croissance	4	cette éruption se caractérise par une activité éruptive comparable à celle du début de 1902 , avec croissance d un dôme dans le cratère sommital et destruction de ce dernier par des explosions dirigées latéralement
dome	growth	5	small pyroclastic flows accompanied growth of the dome.scientists were worried that this eruption might trigger a giant landslide from augustine s steep upper cone , which could enter the sea to create a tsunami powerful seismic sea wave	dôme	croissance		
dome	growth	6	slow growth of the dome took place more or less continuously throughout 1983 , accompanied at times by small explosions from a crater at the crest of the dome	dôme	croissance		
dome	growth	7	the may and august episodes reverted to the nonexplosive style and involved only dome growth	dôme	croissance		
dome	growth	8	such activity could include the outpouring of lava flows not observed to date , as well as renewed dome growth and small-to-moderate explosive events	dôme	croissance		
dome	growth	9	an extremely destructive eruption accompanied the growth of a dome at mont pel\e9e in 1902	dôme	croissance		
dome	growth	10	helens could similarly remain active for several decades , and continuing dome growth ultimately may fill the crater to form a new conical summit photograph courtesy of the kamchatka volcanological station	dôme	croissance		
dome	growth	11	moreover , the rate of sulfur dioxide release had progressively decreased with time , suggesting that the magma was running out of gas. thus , scientists were not surprised that no dome growth took place during the last 3 years of the 1980s	dôme	croissance		
dome	growth	12	the eruption will consist primarily of dome growth. advisory update	dôme	croissance		
dome	growth	13	repeating the cycle again and again , dome growth and explosion have slowly escalated in scale at soufriere hills	dôme	croissance		
dome	growth	14	its surface is often rough and blocky as a result of fragmentation of the cooler , outer crust during growth of the dome	dôme	croissance		
dome	growth	15	the eruption will consist primarily of dome growth , but as with all dome growth , minor explosive activity is also possible. eruption alert :55 a.m. , august 17 seismicity and rates of deformation in the crater have accelerated sharply	dôme	croissance		
dome	growth	16	dome growth followed this explosion	dôme	croissance		
dome	collapse	1	as the southwestern side of the dome collapsed , a cloud of ash , rock , and superheated gases-called a pyroclastic flow-raced down the mountain to the sea at more than 100 miles 161 kilometers an hour	dôme	écroulement	1	dans la journée du 7 mai , des nuages roulent depuis le cratère dans la vallée de la rivière blanche , ce qui peut signaler de petits écroulements du dôme en cours de croissance
dome	collapse	2	to a swiss woman curious about the steaming lump , i explained dome collapse and pyroclastic flows	dôme	écroulement	2	il peut s agir de l écroulement d un dôme actif fig
dome	collapse	3	however , even then portions of the lava dome may collapse into dangerous flows of hot ash , or the lava dome can explode unexpectedly as at mount unzen	dôme	écroulement		
dome	collapse	4	u is for unzen unzen volcano , in japan , first made history in 1792 , when the collapse of its dome resulted in tsunami that bit the shores of japanese provinces killing around 14,500 people	dôme	écroulement		
dome	collapse	5	the blast that the japanese researchers measured came just five days after a massive flow of hot ash and debris from a dome collapse killed 43 people in kita-kamikoba , a town directly in the firing line of the volcano s east-lacing vent	dôme	écroulement		
dome	collapse	6	but such close-up , derailed observations pose extreme danger , and the fury unleashed by a dome collapse can turn expensive instruments into scorched , shattered hulks	dôme	écroulement		
dome	collapse	7	although the term nu\e9e ardente is now applied to all pyroclastic flows generated by dome collapse , it is somewhat of a misnomer to describe these features as a glowing cloud. a more precise term would be glowing avalanche	dôme	écroulement		
dome	collapse	8	gravity or internal pressure can cause the dome to collapse , resulting in hot block-and ash flows	dôme	écroulement		
dome	collapse	9	pel\e9e in 1902 , and with the genration of pyroclastic flows from dome collapse	dôme	écroulement		
dome	collapse	10	the researchers measured the shock wave created by a dome collapse on june 8 , 1991 , and then calculated the pent-up energy required to generate it - the equivalent of about 12,000 tons of tnt	dôme	écroulement		
dome	collapse	11	in some cases , dome collapse is attributed to explosive eruption at the summit crater	dôme	écroulement		
dome	collapse	12	a collapsing dome sends rivers of superheated rock , ash and gases down the mountain s flanks	dôme	écroulement		
dome	collapse	13	part of the dome collapsed , and rocks shot sideways out of the crater	dôme	écroulement		
dome	collapse	14	this scenario is not wholly imaginative , as on 17 to 18 september 1996 , when profound dome collapse led to conduit depressurization and then to an intensive , explosive , nearly vertical eruption column that lasted for nearly an hour	dôme	écroulement		
fountain	magma	1	clouds of ash the volcano , europe s highest at 10,900 feet , pumped out huge dark clouds of ash and spurted fountains of magma 300 to 600 feet into the air	fontaine	magma	1	tout en crachant des fontaines de magma , la coulée avance inexorablement , coupant sur son passage des cônes plus anciens : le volcan toujours recommencé détruit ses propres oeuvres
gas	mask	1	to photograph tessier in one of mutnovsky s steaming craters , peter grappled not only with stinging eyes and his own cumbersome gas mask but also with his gear	gaz	masque	1	arrivée de paris la veille , toute l équipe de c est pas sorcier , accompagnée de jacques durieux , de deux guides locaux et de quelques journalistes , équipés comme des alpinistes et protégés par des casques et des masques à gaz , était dimanche 10 juin , dès 8 heures du matin , au pied de l etna
gas	mask	2	from a corner stared a dried and cracked gas mask	gaz	masque	2	un masque à gaz est indispensable
gas	mask	3	at that time it simply wasn t standard practice for volcanologists to use lots of safety gear , except for gas masks , which many of us brought with us that day	gaz	masque	3	le gouverneur de la province d albay a ordonné la distribution de douze mille masques à gaz aux habitants de quatre villes parmi les plus exposées , afin de réduire au minimum les risques d intoxication à la suite d inhalations de soufre contenu dans les fumées et la cendre du volcan
gas	mask	4	as we approach , a rising wind and thick clouds of chlorine gas force us to pause and pull on safety helmets and industrial-style gas masks that cover our noses and mouths	gaz	masque	4	difficile de faire un commentaire quand la sueur coule sous le masque à gaz
gas	mask	5	as we approach its lip , the 39-year-old tessier--a genial and easygoing french biologist with impressive rope and rock-climbing skills honed by years of adventures like this one--rips off his gas mask and begins to hoot with pleasure	gaz	masque	5	nos masques à gaz nous sauvent de l étouffement mais la sueur coule dans les yeux
gas	mask	6	minutes after the initial explosion , the island was plunged into darkness , cars and trucks began slipping and sliding on roads coated with ash , and people headed home as if through a winter blizzard , their faces covered with surgical or gas masks and their hair coated a ghostly white	gaz	masque	6	la sueur coule sous le masque à gaz et pique les yeux
gas	mask	7	armed with guts and a gas mask , explorer franck tessier faces toxic steam from kamchatka s volcanoes	gaz	masque	7	en 1934 , deux journalistes en vêtements ignifugés et munis de masques à gaz ont embarqué à bord d une nacelle qui les a conduits à 416 mètres de pro fondeur , dans le cratère actif du mihara yama , au japon
gas	mask	8	gas masks are needed when researching eruptions that include sulfur dioxide	gaz	masque	8	un masque à gaz ou à poussières sera évidemment plus efficace
gas	mask	9	he also didn t instruct any of the group to bring safety gear on the expedition , and most of them went into the volcano without hard hats or adequate gas masks	gaz	masque	9	l équipement est classiquement celui d un montagnard car il faut être le plus mobile possible face au danger : pull de laine , de bonnes chaussures de marche puis , prêt du site éruptif , un casque , un masque à gaz , des gants
magma	reservoir	1	in early 1994 , researchers noticed that the flank stopped moving after pressure in the magma reservoir dropped slightly	magma	réservoir	1	mais chaque volcan est unique , et il est difficile d en comprendre le dynamisme éruptif sans pouvoir approcher de son réservoir de magma
magma	reservoir	2	the essential feature of a composite volcano is a conduit system through which magma from a reservoir deep in the earth s crust rises to the surface	magma	réservoir	2	enfin , si le sommet d un volcan s effondre parce que son réservoir de magma s est partiellement vidé , on parle d éruption d effondrement
magma	reservoir	3	macdonald 1965 concluded that calderas grow by piecemeal collapse above the shallow magma reservoir	magma	réservoir	3	<#kra-4-3> comment se forme un volcan ? tout commence dans le réservoir de magma
magma	reservoir	4	the data from this systematic gas monitoring show that the changes in composition of the emissions can be related to the inflation swelling and deflation shrinking of the magma reservoir	magma	réservoir	4	la forme du réservoir de magma , situé à faible profondeur sous le kilauea , à hawaii , a pu être déterminée en haut par les volcanologues
magma	reservoir	5	mauna loa s magma reservoir also may be larger than kilauea s , which would be consistent with the observations that mauna loa eruptions tend to be characterized by higher lava-output rates , longer eruptive fissures , and larger lava flows	magma	réservoir	5	quand surviennent de grosses éruptions qui émettent des kilomètres cubes de lave en quelques heures , les réservoirs de magma se vident rapidement et se transforment brusquement en grandes cavernes
magma	reservoir	6	during summit eruptions , the magma reservoir deflates only slightly , if at all	magma	réservoir	6	a yellowstone , aux États-unis , un réservoir de magma , situé à une profondeur de 6 kilomètres , chauffe les deux cents geysers de la zone
magma	reservoir	7	whether this is so is a topic of scientific debate , because abundant chemical and physical evidence indicates that each volcano has its own shallow magma reservoir that operates independently of the other	magma	réservoir	7	une coupe verticale dans un volcan montre qu il est constitué de trois parties principales : le réservoir de magma , la cheminée et l appareil volcanique situé à la surface
magma	reservoir	8	the rocks continue to settle until their weight is balanced by the pressure of magma in the reservoir the collapse or sag at the summit produces the caldera	magma	réservoir	8	l éruption s arrête quand le réservoir de magma est vide ou quand la pression devient trop faible pour faire monter les roches fondues
magma	reservoir	9	calderas are large steep-walled depressions that form when a volcano s summit region collapses , usually after a large eruption empties or partly empties a reservoir of magma beneath the volcano	magma	réservoir	9	chambre magmatiqu : gigantesque réservoir de magma situé sous le volcan , entre 5 et 10 kilomètres de profondeur
magma	reservoir	10	79 , may be sitting atop a reservoir of magma that covers more than 400 square kilometers , a new study suggests	magma	réservoir	10	au contraire , si un volcan a une cheminée ouverte , en communication permanente avec le réservoir de magma , la lave peut sortir sans interruption et le cratère ne s arrêtera pas d exploser pendant des années , comme le fait le stromboli en italie
magma	reservoir	11	cut-away view looking deep beneath kilauea volcano , showing the shallow magma reservoir and the principal magma passageways	magma	réservoir	11	la vidange brutale , sous le volcan , du réservoir de magma , provoque l écroulement du sommet et la création d un vaste cratère circulaire : la caldera
magma	reservoir	12	the overlying rocks act like a giant piston and push down on the magma reservoir	magma	réservoir	12	le jour où elle le sera , rien que dans l ouest des États-unis , il y a assez de réservoirs de magma situés à moins de 10 kilomètres de profondeur pour produire 5 000 fois la consommation annuelle d électricité de cet énorme pays
magma	reservoir	13	the formation of a caldera probably requires the presence of a magma reservoir within a few miles kilometers of the summit of the shield volcano macdonald , 1965	magma	réservoir	13	alignements de cratères fissures réservoir de magma islande : cette île volcanique jeune soixante millions d années s étend sur 102 846 kilomètres carrés , dont le dixième est couvert de glace
magma	reservoir	14	however , once eruption begins , the shrinking or deflation of the volcano typically occurs rapidly as pressure on the magma reservoir is relieved -- a process not unlike deflating a balloon	magma	réservoir	14	il se forme dans les profondeurs de la terre où il est stocké dans d énormes réservoirs de magma
magma	reservoir	15	inser : prior to any change in the volcano , a balance is reached between the outward mostly upward pressure of the magma in the reservoir beneath the summit and the downward weight of the rocks above the magma reservoir	magma	réservoir	15	une centaine de forages y captent de la vapeur à 200 °c accumulée au-dessus d un réservoir de magma encore chaud
magma	reservoir	16	as more magma fills the reservoir , pressure builds	magma	réservoir	16	mais on envisage déjà d utiliser directement l énergie volcanique en pompant la chaleur dans les réservoirs de magma enfouis sous les volcans actifs
magma	reservoir	17	patterns of small earthquakes suggested that the magma reservoir was smaller and deeper than inferred from exhumed roots of older strato-volcanoes 9	magma	réservoir		
magma	reservoir	18	surface water percolates downward through the rocks below the earth s surface to high-temperature regions surrounding a magma reservoir , either active or recently solidified but still hot	magma	réservoir		
magma	reservoir	19	as magma fills the reservoir beneath the summit , the volcano inflates and the tilt of the flanks increases , sometimes very rapidly	magma	réservoir		
magma	reservoir	20	kilauea s eruptions are so intensely monitored that scientists have assembled a detailed picture of the volcano s magma reservoir plumbing system and how it behaves before and during eruptions	magma	réservoir		
magma	reservoir	21	the model consists of two main elements , a magma reservoir a few kilometers beneath the volcano s summit and a fault under the mountain s south flank	magma	réservoir		
magma	reservoir	22	the gas ratios should help researchers gauge the stamina of each of etna s now five active vents by determining which are drawing from the main magma reservoir	magma	réservoir		
magma	reservoir	23	the second holds that when the magma reservoir beneath the island emptied , it sucked a mass of water down , setting the surrounding ocean in motion	magma	réservoir		
magma	reservoir	24	the krakatau eruption served as a reminder of how a large eruption can create a void in the magma reservoir , into which a roof several kilometers in thickness can collapse	magma	réservoir		
magma	reservoir	25	monitoring instruments placed at the volcano s summit can used to trace the cycles of gradual inflation , in which the reservoir fills with magma , and abrupt deflation when the reservoir partially empties to deliver magma to an eruption	magma	réservoir		
magma	reservoir	26	scientists do not know the cause of these ups and downs but hypothesize that they are related to the addition or withdrawal of magma beneath the caldera , or to the changing pressure of the hot ground water system above yellowstone s large magma reservoir	magma	réservoir		
magma	reservoir	27	as magma moves into the reservoir during inflation , it must make room for itself by rupturing or crowding aside the solidified lava that surrounds the reservoir	magma	réservoir		
magma	reservoir	28	prior to the eruption , a reservoir of magma existed in the east rift zone beneath the present location of the puu oo vent	magma	réservoir		
magma	reservoir	29	the picture that emerged , the researchers report , includes a magma reservoir buried eight kilometers deep in the earth s crust that is at least 400 square kilometers wide	magma	réservoir		
magma	reservoir	30	in many volcanoes it pauses in a reservoir called a magma chamber some 7 to 10 kilometres below the surface	magma	réservoir		
magma	reservoir	31	instead , it accumulates in a network of small fractures , forming a reservoir of magma at a depth of around 20 kilometres , near the base of the crust	magma	réservoir		
